listing_id,name,host_id,host_name,host_city,host_state,host_country,neighbourhood,property_type,room_type,review_scores_rating
5109339,APARTMENT WITH CANAL VIEW!,26401097,Cees&Co,Amsterdam,North Holland,The Netherlands,Centrum-West,Entire house,Entire home/apt,96
5113454,"Loft in Jordaan, the place to be",1339574,André,Amsterdam,North Holland,The Netherlands,Centrum-West,Private room in loft,Private room,86
5115463,Ideal cosy apartment in Amsterdam,3171327,Saskia,Amsterdam,North Holland,The Netherlands,De Pijp - Rivierenbuurt,Entire apartment,Entire home/apt,97
5121629,Nice apartment near city centre,26470343,Zolzaya,Amsterdam,North Holland,The Netherlands,Westerpark,Entire apartment,Entire home/apt,88
5121714,Gezinshuis: 200m2 met grote tuin en boomhut!,1122647,Jeannette,Amsterdam,North Holland,The Netherlands,Noord-Oost,Entire house,Entire home/apt,95
5123650,Design apartment in de Pijp,4192913,Harriet,Amsterdam,North Holland,The Netherlands,De Pijp - Rivierenbuurt,Entire apartment,Entire home/apt,96
5124214,Best of both; city & countryside!,9261270,Jossien,Amsterdam,North Holland,The Netherlands,Noord-Oost,Entire house,Entire home/apt,100
5128825,Great classic modern family home,21849097,Coen,Amsterdam,North Holland,The Netherlands,Bos en Lommer,Entire apartment,Entire home/apt,98
5132885,Luxurious Canal & Square View House,25832900,Peike,Amsterdam,North Holland,The Netherlands,Centrum-Oost,Private room in bed and breakfast,Private room,98
5133110,Keizer Canal View House in 9streets,25832900,Peike,Amsterdam,North Holland,The Netherlands,Centrum-West,Private room in bed and breakfast,Private room,91
5134874,Cozy light Romantic appartment,4688524,Eve & San,Amsterdam,North Holland,The Netherlands,De Baarsjes - Oud-West,Entire apartment,Entire home/apt,98
5137921,Beautiful apartment in city centre (120m2),15123003,Henriette,Amsterdam,North Holland,The Netherlands,Watergraafsmeer,Entire apartment,Entire home/apt,100
5142163,Centraal gelegen appartement uitkijkend op gracht,26371070,Marleen,Amsterdam,North Holland,The Netherlands,Westerpark,Entire townhouse,Entire home/apt,96
5148051,Amsterdam holiday apartment,26614871,Valeria & Willem,Amsterdam,North Holland,The Netherlands,De Baarsjes - Oud-West,Entire apartment,Entire home/apt,92
5148268,"Jordaan,canal view appartment",26617838,Francesca,The Netherlands,,,Centrum-West,Entire apartment,Entire home/apt,89
5148662,Cozy apartment in middle of A'dam,2541713,Annelotte,Amsterdam,North Holland,The Netherlands,De Baarsjes - Oud-West,Entire apartment,Entire home/apt,94
5150374,Bright & cosy apartment in the Pijp,202005,Annemarie,Amsterdam,North Holland,The Netherlands,De Pijp - Rivierenbuurt,Entire apartment,Entire home/apt,96
5150785,Centre of Amsterdam,18818547,Alma,Amsterdam,North Holland,The Netherlands,Centrum-West,Entire apartment,Entire home/apt,
5153074,Parkview apartment with garden.,26642813,Brechtje,Amsterdam,North Holland,The Netherlands,De Baarsjes - Oud-West,Entire apartment,Entire home/apt,86
5156433,ABC apartment,23928189,Bram,Amsterdam,North Holland,The Netherlands,Slotervaart,Entire apartment,Entire home/apt,96
5160551,1-Bedroom apt. next to Westerpark,26688399,Debbie,Amsterdam,North Holland,The Netherlands,Westerpark,Entire apartment,Entire home/apt,100
5168990,Luxery Family house Amsterdam Canal - IJburg,23380703,Jan,Amsterdam,North Holland,The Netherlands,IJburg - Zeeburgereiland,Entire house,Entire home/apt,96
5175868,Luxurious Apartment near Vondelpark,10652047,Quirine,Amsterdam,North Holland,The Netherlands,Zuid,Entire apartment,Entire home/apt,97
5175976,Room in Nieuw West,26772835,Diana,Amsterdam,North Holland,The Netherlands,De Aker - Nieuw Sloten,Private room in townhouse,Private room,93
5177030,Prachtige ruime woonboot/ houseboat,6192245,Mireille,Amsterdam,North Holland,The Netherlands,Oostelijk Havengebied - Indische Buurt,Boat,Entire home/apt,98
5179656,"Central, light apartment + garden",621658,Marieke,Amsterdam,North Holland,The Netherlands,Westerpark,Entire apartment,Entire home/apt,99
5184303,B&B Central Amsterdam,219080,Franklin,Amsterdam,North Holland,The Netherlands,Centrum-West,Private room in bed and breakfast,Private room,96
5190193,Spacious modern 2 bedroom apartment,23748264,Thuraya,Amsterdam,North Holland,The Netherlands,Oostelijk Havengebied - Indische Buurt,Private room in apartment,Private room,93
5196304,"Comfortable, modern apartment",5558704,Florinde,Amsterdam,North Holland,The Netherlands,Bos en Lommer,Entire apartment,Entire home/apt,100
5207095,Nice room in the centre,2625656,Katy,Amsterdam,North Holland,The Netherlands,Centrum-Oost,Private room in bed and breakfast,Private room,94
5207981,Luxurious 100 m2 Apartment,7793799,Joep,Amsterdam,North Holland,The Netherlands,Oud-Oost,Entire apartment,Entire home/apt,98
5218782,Spacious house with canal view,27000264,Ryan,Amsterdam,North Holland,The Netherlands,Slotervaart,Entire house,Entire home/apt,94
5227007,A very nice apartment near city centre,6812978,Bram,Amsterdam,North Holland,The Netherlands,Oud-Oost,Entire apartment,Entire home/apt,100
5228902,spacious appartment near centre,26613998,Roel,Amsterdam,North Holland,The Netherlands,Zuid,Entire apartment,Entire home/apt,
5234551,Nice & Spacious apt. in best area: the city center,1128421,Joris,Amsterdam,North Holland,The Netherlands,Centrum-West,Entire apartment,Entire home/apt,95
5235250,STYLISH apartment in HIP part of EAST-AMSTERDAM,27093575,Mohamoud,Amsterdam,North Holland,The Netherlands,Oud-Oost,Entire apartment,Entire home/apt,94
5239627,Light and cosy app. city centre,27116014,Sophia,Amsterdam,North Holland,The Netherlands,De Baarsjes - Oud-West,Entire apartment,Entire home/apt,90
5248594,Cosy full apartment in lively DE PIJP,7457925,Isabelle,Amsterdam,North Holland,The Netherlands,De Pijp - Rivierenbuurt,Entire apartment,Entire home/apt,93
5260611,Eccentric East Side Pied à Terre,8526227,Morgane,Amsterdam,North Holland,The Netherlands,Oud-Oost,Entire apartment,Entire home/apt,99
5265034,Comfortable&Light near city center!,16228849,Myra,Amsterdam,North Holland,The Netherlands,De Baarsjes - Oud-West,Entire apartment,Entire home/apt,97
5286168,Loft on canal with perfect location,21825783,Joost,Amsterdam,North Holland,The Netherlands,Centrum-West,Entire apartment,Entire home/apt,93
5290113,Beautiful apartment near centre,10742804,Bart,Amsterdam,North Holland,The Netherlands,Oud-Oost,Entire condominium,Entire home/apt,90
5296276,Bright & cozy 2-bedroom appartment,19302101,Laurens,Amsterdam,North Holland,The Netherlands,De Baarsjes - Oud-West,Entire apartment,Entire home/apt,93
5296423,Nadja & Aydin's Airbnb,12283567,Nadja & Aydın,Amsterdam,North Holland,The Netherlands,Slotervaart,Private room in house,Private room,92
5299925,Apartment a stone's throw from the Rijksmuseam!,277329,Sarah,Amsterdam,North Holland,The Netherlands,Zuid,Entire apartment,Entire home/apt,91
5300210,Apartment near the Ajax stadium,20094799,Bryan,Amsterdam,North Holland,The Netherlands,Bijlmer-Centrum,Entire apartment,Entire home/apt,100
5301467,"Beautiful appartment, city centre",358394,Annemieke,Amsterdam,North Holland,The Netherlands,De Pijp - Rivierenbuurt,Entire apartment,Entire home/apt,89
5301678,Beautiful Loft Studio,3482866,Liz,Amsterdam,North Holland,The Netherlands,De Baarsjes - Oud-West,Entire loft,Entire home/apt,96
5311226,Large Bed+Bathroom in the Pijp Area,3386366,Jeroen,Amsterdam,North Holland,The Netherlands,De Pijp - Rivierenbuurt,Private room in apartment,Private room,92
5312713,ROOM WITH GREAT VIEW OVER THE WATER,4781137,Joke & Gerard,Amsterdam,North Holland,The Netherlands,Noord-West,Private room in houseboat,Private room,97
5313371,Lovely apartment Amsterdam West,12229243,Lieke,Amsterdam,North Holland,The Netherlands,Bos en Lommer,Entire apartment,Entire home/apt,98
5313835,Modern City Centre Penthouse 2BR + Rooftopterrace,263888,F.,Amsterdam,North Holland,The Netherlands,Bos en Lommer,Entire apartment,Entire home/apt,100
5315586,Stylish and well-connected apartment,27534987,Julian,Amsterdam,North Holland,The Netherlands,Bos en Lommer,Entire apartment,Entire home/apt,98
5315936,First floor apartment in Amsterdam,26189419,Jimmy,Amsterdam,North Holland,The Netherlands,De Pijp - Rivierenbuurt,Entire apartment,Entire home/apt,90
5316421,Spacious Cozy Parkview Apt 110sqm,3253639,Henriette,Amsterdam,North Holland,The Netherlands,Westerpark,Entire apartment,Entire home/apt,98
5317273,Beautiful family house at park,25685776,Paul,Amsterdam,North Holland,The Netherlands,De Baarsjes - Oud-West,Entire house,Entire home/apt,100
5326609,Comfortable canal view apartment,957213,Carolien,Amsterdam,North Holland,The Netherlands,De Baarsjes - Oud-West,Entire apartment,Entire home/apt,98
5326868,Best Location in Amsterdam - Walk to Everything,21456713,Shawn,Amsterdam,North Holland,The Netherlands,Centrum-West,Private room in apartment,Private room,95
5334290,Free Spirit Suite on top of Faralda Crane Hotel,21831151,Faralda,Amsterdam,North Holland,The Netherlands,Oud-Noord,Room in boutique hotel,Hotel room,96
5334863,"Big, cozy room in amazing appt",13444284,Moon,Amsterdam,North Holland,The Netherlands,Zuid,Private room in apartment,Private room,
5337019,Spacious & bright apartment with roof terrace,27659092,Michelle,Amsterdam,North Holland,The Netherlands,Zuid,Entire apartment,Entire home/apt,
5349374,Lovely apartment,27725065,Koen & Regine,Amsterdam,North Holland,The Netherlands,Westerpark,Entire apartment,Entire home/apt,97
5356742,Comfortable app. on good location,27768462,Ruud,Amsterdam,North Holland,The Netherlands,Zuid,Entire apartment,Entire home/apt,98
5362748,Great room south of Amsterdam!,27800005,Edzo,Amsterdam,North Holland,The Netherlands,Bijlmer-Oost,Private room in house,Private room,81
5362958,Amazing Loft - Old School Building,27801040,Floris,Amsterdam,North Holland,The Netherlands,De Aker - Nieuw Sloten,Entire house,Entire home/apt,100
5367709,Canal luxe studio,9287585,Raul,Amsterdam,North Holland,The Netherlands,Centrum-West,Private room in house,Private room,95
5370916,Cocoon in the heart of Amsterdam,85861738,Leslie,Amsterdam,North Holland,The Netherlands,De Pijp - Rivierenbuurt,Entire apartment,Entire home/apt,95
5374067,Spacious Boat with Sunny Terrace,6986975,Erik,Amsterdam,North Holland,The Netherlands,Oud-Oost,Houseboat,Entire home/apt,98
5382857,The ideal family house in Amsterdam,7438957,Sharon,Amsterdam,North Holland,The Netherlands,De Pijp - Rivierenbuurt,Entire house,Entire home/apt,100
5383340,Great apartment with roof terrace,19153219,Maartje,Amsterdam,North Holland,The Netherlands,Oostelijk Havengebied - Indische Buurt,Entire apartment,Entire home/apt,99
5389774,"Sunny place, 10 minutes from center",3607797,Bea,Amsterdam,North Holland,The Netherlands,De Baarsjes - Oud-West,Entire apartment,Entire home/apt,100
5390906,Modern & bright apartment,4160577,Ruben,Amsterdam,North Holland,The Netherlands,De Baarsjes - Oud-West,Entire apartment,Entire home/apt,
5390933,Historic-Central Canal House-6 room,11929685,Heidi,Amsterdam,North Holland,The Netherlands,Centrum-Oost,Entire house,Entire home/apt,96
5391344,Modern renovated apartment,7641135,Eva,Amsterdam,North Holland,The Netherlands,De Baarsjes - Oud-West,Entire apartment,Entire home/apt,100
5401946,a spacious appartement in Amsterdam,10742904,Daphne,Amsterdam,North Holland,The Netherlands,Watergraafsmeer,Entire apartment,Entire home/apt,98
5401988,Renovated apartment Upper East!,8697755,Pepijn,Amsterdam,North Holland,The Netherlands,Oud-Oost,Entire apartment,Entire home/apt,93
5403528,Fijn huis in rustige buurt,6559278,Sandra,Amsterdam,North Holland,The Netherlands,Noord-West,Entire townhouse,Entire home/apt,93
5408037,Spacious Apt. with free public parking,26910781,Iringo,Amsterdam,North Holland,The Netherlands,Oud-Noord,Entire apartment,Entire home/apt,95
5416445,Houseboat in Amsterdam,24871282,Roos,Amsterdam,North Holland,The Netherlands,Centrum-Oost,Boat,Entire home/apt,100
5419045,Great & light 2bed apt at the canal,19112345,Koen,Amsterdam,North Holland,The Netherlands,Westerpark,Entire apartment,Entire home/apt,90
5420530,Cozy room with a balcony Ams-West,11123202,Ilan,Amsterdam,North Holland,The Netherlands,De Baarsjes - Oud-West,Private room in apartment,Private room,88
5427271,Newly Renovated Jordaan Nine Street,18162104,Peter & David,Amsterdam,North Holland,The Netherlands,Centrum-West,Entire apartment,Entire home/apt,97
5427607,Spacious family house close to centre,28154037,Annette,Amsterdam,North Holland,The Netherlands,De Pijp - Rivierenbuurt,Entire apartment,Entire home/apt,97
5427980,3 Person Room with Stunning Canal View!,26295351,Michelle,Amsterdam,North Holland,The Netherlands,Centrum-West,Room in boutique hotel,Private room,96
5428747,Beautiful house with roofterrace,27990245,Hester,Amsterdam,North Holland,The Netherlands,De Pijp - Rivierenbuurt,Entire apartment,Entire home/apt,100
5432208,Lovely family home near vondelpark,169567,Maaike,Amsterdam,North Holland,The Netherlands,De Baarsjes - Oud-West,Entire townhouse,Entire home/apt,95
5432322,Fancy apartment on a great location,28178887,Tim,Amsterdam,North Holland,The Netherlands,De Pijp - Rivierenbuurt,Entire apartment,Entire home/apt,96
5432591,Private (!) waterside apartment & free parking,12607303,"Monique, Fela, Flint",Amsterdam,North Holland,The Netherlands,Oostelijk Havengebied - Indische Buurt,Private room in apartment,Private room,96
5437847,"19th-century townhouse, downtown Jordaan area",26850090,Alexis,Amsterdam,North Holland,The Netherlands,Centrum-West,Entire townhouse,Entire home/apt,99
5438989,"Simple, cosy and fully equiped appartment in A'dam",16563101,G,Driebergen-Rijsenburg,Utrecht,The Netherlands,Westerpark,Entire apartment,Entire home/apt,97
5439801,Modern Residence,28217193,Marcella & Pieter,Amsterdam,North Holland,The Netherlands,Oostelijk Havengebied - Indische Buurt,Entire house,Entire home/apt,94
5443049,"Spacious Apartment, great location!",25085578,Catherine,Amsterdam,North Holland,The Netherlands,Slotervaart,Entire apartment,Entire home/apt,97
5444330,"Modern, Spacious Apartment with garden near RAI",24865141,Alexander & Suzanne,Amsterdam,North Holland,The Netherlands,De Pijp - Rivierenbuurt,Entire apartment,Entire home/apt,93
5450176,NEW Cosy apartment in Amsterdam,6176488,Nico,Amsterdam,North Holland,The Netherlands,De Pijp - Rivierenbuurt,Entire apartment,Entire home/apt,95
5450788,two floor city apartment!,19903496,Travis & Cleo,Amsterdam,North Holland,The Netherlands,Centrum-Oost,Entire apartment,Entire home/apt,100
5451956,Central & cozy Amsterdam apartment,4304050,Janneke En Robert,Stavanger,Rogaland,Norway,De Baarsjes - Oud-West,Entire apartment,Entire home/apt,95
5453878,Home away from home - A'dam South,28286241,Femke,The Netherlands,,,Buitenveldert - Zuidas,Entire apartment,Entire home/apt,99
5460761,Light Spacious Loft in trendy Pijp,20124078,Herman,Amsterdam,North Holland,The Netherlands,De Pijp - Rivierenbuurt,Entire loft,Entire home/apt,97
5462708,Luxe Penthouse w Rooftop in Trendy Area Near Park,3885680,Nina,Amsterdam,North Holland,The Netherlands,De Pijp - Rivierenbuurt,Entire loft,Entire home/apt,93
5474153,"Studio apartment in ""de Baarsjes""",27530076,Daan F.,Amsterdam,North Holland,The Netherlands,De Baarsjes - Oud-West,Entire apartment,Entire home/apt,92
5474594,Spacious Modern Apartment,8123017,Daryl,Amsterdam,North Holland,The Netherlands,Bos en Lommer,Entire apartment,Entire home/apt,97
5475024,freeparking,28392380,Jasmijn,Amsterdam,North Holland,The Netherlands,Gaasperdam - Driemond,Private room in house,Private room,90
5478464,Fully equipped studio in Jordaan,28409344,Vincent,Amsterdam,North Holland,The Netherlands,Centrum-West,Entire apartment,Entire home/apt,95
5478946,BIG Luxury Family Home Sunny Garden,757998,Ronald,Amsterdam,North Holland,The Netherlands,Bos en Lommer,Entire townhouse,Entire home/apt,100
5494065,Appartment with garden in centre,9916091,Alex,Amsterdam,North Holland,The Netherlands,Centrum-West,Entire apartment,Entire home/apt,93
5501544,A spacious house full of suThe Netherlandsight,27796396,Regine,Amsterdam,North Holland,The Netherlands,Watergraafsmeer,Entire house,Entire home/apt,96
